City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Coquimbo,CL,2022-05-11 22:00:59,-29.9533,-71.3436,58.23,85,79,1.23
282,Upernavik,GL,2022-05-11 22:01:00,72.7868,-56.1549,18.97,85,78,7.27
283,Cidreira,BR,2022-05-11 22:01:01,-30.1811,-50.2056,61.86,81,71,12.84
284,Codrington,AU,2022-05-11 22:01:01,-38.2667,141.9667,56.32,94,100,6.98
285,Boundiali,CI,2022-05-11 22:01:02,9.5217,-6.4869,77.0,70,43,6.2
286,Chahuites,MX,2022-05-11 22:01:02,16.2833,-94.1833,101.84,24,21,16.26
287,Arlit,NE,2022-05-11 22:01:03,18.7369,7.3853,90.03,11,0,13.56
288,Aswan,EG,2022-05-11 22:01:04,24.0934,32.907,84.38,17,2,15.39
289,Eyl,SO,2022-05-11 22:01:05,7.9803,49.8164,82.44,83,62,10.27
290,Cabo San Lucas,MX,2022-05-11 22:00:02,22.8909,-109.9124,89.62,52,1,9.48
291,Kumluca,TR,2022-05-11 22:01:05,36.3703,30.2869,63.81,64,1,3.76
292,Askiz,RU,2022-05-11 22:01:06,53.1319,90.5264,37.96,51,4,1.52
293,Ust-Kulom,RU,2022-05-11 22:01:07,61.6864,53.6902,49.24,94,100,5.84
294,Bowen,AU,2022-05-11 22:01:08,-20.0167,148.2333,73.62,91,100,8.3
295,Brusque,BR,2022-05-11 22:01:09,-27.0981,-48.9175,66.61,88,2,0.87
296,Price,US,2022-05-11 22:01:09,39.5994,-110.8107,71.11,12,8,29.19
297,Westport,US,2022-05-11 21:57:13,41.1415,-73.3579,77.14,60,49,4.0
298,Hokitika,NZ,2022-05-11 22:01:10,-42.7167,170.9667,54.43,69,98,2.42
299,Kulhudhuffushi,MV,2022-05-11 22:01:10,6.6221,73.07,83.64,76,87,14.88
300,Sao Joao Da Barra,BR,2022-05-11 22:01:11,-21.6403,-41.0511,73.11,84,16,11.18
301,Baykit,RU,2022-05-11 22:01:12,61.67,96.37,35.1,98,100,1.97
302,Bonavista,CA,2022-05-11 22:01:12,48.6499,-53.1147,48.58,59,25,18.84
303,Muros,ES,2022-05-11 22:01:13,42.7762,-9.0603,61.09,76,100,8.37
304,Katsuura,JP,2022-05-11 22:01:13,35.1333,140.3,67.1,86,100,6.8
305,Hambantota,LK,2022-05-11 22:01:14,6.1241,81.1185,79.14,100,40,8.05
306,Loralai,PK,2022-05-11 22:01:15,30.3705,68.598,75.11,10,0,7.99
307,Bafq,IR,2022-05-11 22:01:15,31.6128,55.4107,76.5,9,0,0.83
308,Constitucion,CL,2022-05-11 22:01:16,-35.3333,-72.4167,56.8,65,100,7.23
309,Pangnirtung,CA,2022-05-11 22:01:17,66.1451,-65.7125,24.76,88,19,1.48
310,Acapulco,MX,2022-05-11 22:00:03,16.8634,-99.8901,87.75,56,6,8.52
311,Asheville,US,2022-05-11 21:59:58,35.6009,-82.554,80.82,35,0,1.99
312,Port Hedland,AU,2022-05-11 21:58:07,-20.3167,118.5667,62.65,59,97,6.91
313,Elizabeth City,US,2022-05-11 22:00:24,36.2946,-76.2511,62.62,82,100,19.57
314,Coihaique,CL,2022-05-11 22:01:18,-45.5752,-72.0662,43.07,90,100,3.69
315,Morondava,MG,2022-05-11 22:01:19,-20.2833,44.2833,71.65,77,0,9.33
316,Kiruna,SE,2022-05-11 22:02:19,67.8557,20.2251,31.12,93,99,3.44
317,Lebedinyy,RU,2022-05-11 22:02:23,58.5167,125.5167,25.5,83,100,11.07
318,Half Moon Bay,US,2022-05-11 22:02:24,37.4636,-122.4286,70.21,60,0,29.93
319,Qaqortoq,GL,2022-05-11 22:02:24,60.7167,-46.0333,33.21,100,100,9.44
320,Geraldton,AU,2022-05-11 22:02:25,-28.7667,114.6,63.01,88,100,2.3
321,Aksehir,TR,2022-05-11 22:02:26,38.3575,31.4164,48.45,84,53,1.9
322,Prince George,CA,2022-05-11 22:02:27,53.9166,-122.753,49.24,72,98,7.07
323,Kinkala,CG,2022-05-11 22:02:27,-4.3614,14.7644,71.74,96,100,3.6
324,Laibin,CN,2022-05-11 22:02:28,23.7,109.2667,69.35,97,100,7.92
325,Alenquer,BR,2022-05-11 22:02:30,-1.9417,-54.7383,79.7,77,46,3.02
326,High Prairie,CA,2022-05-11 22:02:30,55.4334,-116.4858,57.24,40,89,3.78
327,Wahiawa,US,2022-05-11 22:02:31,21.5028,-158.0236,78.21,66,81,13.29
328,Mamlyutka,KZ,2022-05-11 22:02:32,54.9375,68.5394,50.9,66,100,6.96
329,Sao Filipe,CV,2022-05-11 22:02:32,14.8961,-24.4956,73.44,77,95,9.24
330,Pacific Grove,US,2022-05-11 22:02:33,36.6177,-121.9166,67.55,69,0,11.99
331,Byron Bay,AU,2022-05-11 22:02:33,-28.65,153.6167,68.7,74,100,14.79
332,Plaster Rock,CA,2022-05-11 22:02:34,46.9065,-67.39,68.18,47,19,4.97
333,Bone,DE,2022-05-11 22:02:34,51.9669,12.1396,59.29,91,66,7.11
334,Valdivia,CL,2022-05-11 21:58:58,-39.8142,-73.2459,50.09,96,100,1.52
335,Sinop,TR,2022-05-11 22:02:35,41.7711,34.8709,46.33,53,100,4.29
336,Bengkulu,ID,2022-05-11 22:02:36,-3.8004,102.2655,77.68,88,90,10.11
337,Gwadar,PK,2022-05-11 22:02:36,25.1216,62.3254,81.9,69,77,8.99
338,San Quintin,MX,2022-05-11 22:02:37,30.4833,-115.95,64.2,54,98,24.72
339,Batagay-Alyta,RU,2022-05-11 22:02:37,67.8006,130.4114,25.93,81,76,3.6
340,Touros,BR,2022-05-11 21:58:50,-5.1989,-35.4608,76.53,89,100,9.15
341,Esperance,AU,2022-05-11 22:02:38,-33.8667,121.9,64.89,55,100,9.26
342,Ocos,GT,2022-05-11 22:02:39,14.5094,-92.1933,86.04,63,100,6.6
343,Eston,CA,2022-05-11 22:02:39,51.1501,-108.7514,61.92,25,2,12.15
344,Dunedin,NZ,2022-05-11 22:02:40,-45.8742,170.5036,57.79,49,1,5.01
345,Paola,IT,2022-05-11 22:02:40,39.3599,16.0396,56.7,82,45,2.48
346,Tigil,RU,2022-05-11 22:02:41,57.8,158.6667,46.71,65,82,4.27
347,San Cristobal,VE,2022-05-11 22:02:41,7.7669,-72.225,75.79,69,93,2.86
348,Namatanai,PG,2022-05-11 22:02:42,-3.6667,152.4333,82.92,76,98,8.19
349,Kandrian,PG,2022-05-11 22:02:43,-6.2167,149.55,81.79,82,94,7.38
350,Dvinskoy,RU,2022-05-11 22:02:43,62.1535,45.1175,49.26,73,100,1.59
351,Perth,AU,2022-05-11 22:00:08,-31.9333,115.8333,60.1,94,100,8.05
352,Torbay,CA,2022-05-11 22:02:44,47.6666,-52.7314,46.27,57,11,11.7
353,Namibe,AO,2022-05-11 22:02:45,-15.1961,12.1522,72.79,68,0,2.59
354,Tres Lagoas,BR,2022-05-11 22:02:45,-20.7511,-51.6783,69.46,83,100,5.88
355,Shimoda,JP,2022-05-11 22:02:46,34.6667,138.95,66.81,85,91,4.94
356,Ugoofaaru,MV,2022-05-11 22:02:46,5.6667,73.0,83.75,75,86,16.8
357,Bignona,SN,2022-05-11 22:02:47,12.8103,-16.2264,76.64,65,90,9.66
358,Trairi,BR,2022-05-11 21:59:06,-3.2778,-39.2689,75.16,91,85,6.82
359,Pitea,SE,2022-05-11 22:02:48,65.3172,21.4794,43.09,81,100,2.3
360,Manitouwadge,CA,2022-05-11 22:02:48,49.1215,-85.8403,78.8,15,61,1.61
361,Vostok,RU,2022-05-11 22:03:49,46.4856,135.8833,43.34,85,100,3.6
362,Molina,CL,2022-05-11 22:03:49,-35.1167,-71.2833,60.89,55,100,3.09
363,Cherskiy,RU,2022-05-11 22:03:50,68.75,161.3,22.08,92,100,12.53
364,The Valley,AI,2022-05-11 22:03:50,18.217,-63.0578,81.82,80,100,21.34
365,Port Macquarie,AU,2022-05-11 22:03:51,-31.4333,152.9167,64.89,87,100,13.82
366,Boyolangu,ID,2022-05-11 22:03:52,-8.1181,111.8935,75.67,93,100,2.35
367,Portel,BR,2022-05-11 22:03:52,-1.9356,-50.8211,76.44,89,84,3.0
368,Ulladulla,AU,2022-05-11 22:03:53,-35.35,150.4667,60.76,97,100,3.49
369,Luan,CH,2022-05-11 22:03:53,46.3592,6.9759,59.63,73,11,4.47
370,Itarema,BR,2022-05-11 22:03:54,-2.9248,-39.9167,77.38,84,97,9.75
371,Puerto Princesa,PH,2022-05-11 22:03:55,9.7392,118.7353,80.51,82,33,4.0
372,Marabba,SD,2022-05-11 22:03:55,12.35,32.1833,95.59,10,10,6.62
373,Abu Samrah,SY,2022-05-11 22:03:56,35.3029,37.1841,60.55,61,0,9.75
374,Port Blair,IN,2022-05-11 22:03:56,11.6667,92.75,82.96,80,100,12.66
375,Udachnyy,RU,2022-05-11 22:03:57,66.4167,112.4,34.47,84,100,15.84
376,Kristinehamn,SE,2022-05-11 22:03:57,59.3098,14.1081,50.56,94,54,14.99
377,Sechura,PE,2022-05-11 22:03:58,-5.5569,-80.8222,74.26,61,15,17.38
378,Lerwick,GB,2022-05-11 22:03:59,60.1545,-1.1494,46.4,80,94,23.11
379,San Patricio,US,2022-05-11 22:03:59,28.017,-97.5169,90.32,54,5,18.88
380,Constancia,MX,2022-05-11 22:04:00,24.2231,-107.1869,90.75,38,6,9.04
381,Lusambo,CD,2022-05-11 21:59:18,-4.9667,23.45,75.38,68,86,1.57
382,Borovskoy,KZ,2022-05-11 22:04:00,53.8,64.15,44.44,63,1,6.04
383,Poum,NC,2022-05-11 22:04:01,-20.2333,164.0167,76.82,69,100,22.48
384,Isangel,VU,2022-05-11 22:04:01,-19.55,169.2667,80.71,65,40,9.22
385,Wiarton,CA,2022-05-11 22:04:02,44.7407,-81.1332,74.03,77,52,3.27
386,Dicabisagan,PH,2022-05-11 22:04:03,17.0818,122.4157,78.35,84,10,4.79
387,Dali,CN,2022-05-11 22:04:03,25.7,100.1833,60.06,93,98,3.51
388,Mehamn,NO,2022-05-11 22:04:04,71.0357,27.8492,35.55,93,75,16.11
389,Gornyy,RU,2022-05-11 22:01:22,55.1153,83.9059,41.85,55,82,6.06
390,Asmar,AF,2022-05-11 22:04:05,35.0333,71.3581,74.14,37,27,10.13
391,Los Llanos De Aridane,ES,2022-05-11 22:04:05,28.6585,-17.9182,64.15,90,20,1.99
392,Lavrentiya,RU,2022-05-11 22:04:06,65.5833,-171.0,34.3,98,82,5.57
393,Oranzherei,RU,2022-05-11 22:04:07,45.8476,47.5663,53.17,67,61,16.8
394,Comodoro Rivadavia,AR,2022-05-11 22:01:03,-45.8667,-67.5,54.79,51,100,15.14
395,Liwale,TZ,2022-05-11 22:04:07,-9.7667,37.9333,65.41,83,1,3.47
396,Lugus,PH,2022-05-11 22:04:08,5.7036,120.8203,83.07,77,100,10.49
397,Aklavik,CA,2022-05-11 22:04:08,68.2191,-135.0107,41.85,60,14,8.23
398,Harnai,PK,2022-05-11 22:04:09,30.1005,67.9374,82.76,10,0,7.09
399,Harper,LR,2022-05-11 22:04:09,4.375,-7.7169,80.17,82,84,7.74
400,Lebu,CL,2022-05-11 22:04:10,-37.6167,-73.65,53.82,77,94,5.64
401,Abu Dhabi,AE,2022-05-11 22:02:55,24.4667,54.3667,81.97,65,0,14.03
402,Mandera,KE,2022-05-11 22:04:11,3.9366,41.867,81.82,63,47,17.92
403,Okha,RU,2022-05-11 22:04:11,53.5739,142.9478,33.82,92,100,14.2
404,Creel,MX,2022-05-11 22:04:12,27.75,-107.6333,78.51,15,0,20.74
405,Rosarito,MX,2022-05-11 21:59:43,32.3333,-117.0333,72.63,46,0,15.7
406,Bathsheba,BB,2022-05-11 22:04:13,13.2167,-59.5167,80.31,75,99,17.49
407,Esterhazy,CA,2022-05-11 22:04:13,50.65,-102.0843,56.95,56,100,8.5
408,Weligama,LK,2022-05-11 22:05:14,5.9667,80.4167,79.41,88,94,13.2
409,Forst,DE,2022-05-11 22:05:14,51.7333,14.6333,72.55,63,31,13.38
410,San Jose,US,2022-05-11 22:03:39,37.3394,-121.895,71.44,35,20,16.11
411,Edson,CA,2022-05-11 22:02:34,53.5835,-116.4356,56.37,36,99,7.87
412,Ambalavao,MG,2022-05-11 22:05:16,-21.8333,46.9333,58.95,87,61,3.4
413,Xai-Xai,MZ,2022-05-11 22:05:16,-25.0519,33.6442,66.58,82,54,7.25
414,Hovd,MN,2022-05-11 22:05:17,48.0056,91.6419,35.42,29,98,0.74
415,Banda Aceh,ID,2022-05-11 22:05:18,5.5577,95.3222,80.76,76,100,13.15
416,Vestmannaeyjar,IS,2022-05-11 22:05:19,63.4427,-20.2734,39.74,65,100,7.16
417,Batsfjord,NO,2022-05-11 22:05:20,70.6345,29.7185,37.18,100,100,5.75
418,Sabang,ID,2022-05-11 22:05:23,5.8933,95.3214,83.16,75,100,21.65
419,Sioux Lookout,CA,2022-05-11 22:05:24,50.1001,-91.917,69.53,32,54,4.65
420,Burns Lake,CA,2022-05-11 22:05:05,54.2331,-125.7533,45.55,63,100,1.45
421,Novoagansk,RU,2022-05-11 22:05:25,61.9449,76.6625,47.35,71,100,7.63
422,Bennettsville,US,2022-05-11 22:05:26,34.6174,-79.6848,81.03,28,0,13.8
423,Lensk,RU,2022-05-11 22:05:26,60.7253,114.9278,39.54,91,35,3.89
424,Hasaki,JP,2022-05-11 22:05:27,35.7333,140.8333,64.8,84,98,7.56
425,El Monte,US,2022-05-11 22:05:27,34.0686,-118.0276,75.33,21,0,17.27
426,Sao Jose Da Coroa Grande,BR,2022-05-11 22:05:29,-8.8978,-35.1478,76.82,83,13,5.55
427,Clyde River,CA,2022-05-11 22:05:29,70.4692,-68.5914,20.43,88,99,17.4
428,Sarakhs,IR,2022-05-11 22:05:30,36.5449,61.1577,72.68,28,6,3.56
429,Lasa,IT,2022-05-11 22:05:30,46.6166,10.7002,57.36,90,46,1.07
430,Langsa,ID,2022-05-11 22:05:31,4.4683,97.9683,74.89,96,100,2.55
431,Rawlins,US,2022-05-11 22:05:32,41.7911,-107.2387,73.29,12,0,27.63
432,Luganville,VU,2022-05-11 22:05:33,-15.5333,167.1667,79.23,80,100,18.37
433,Dukat,RU,2022-05-11 22:05:34,62.55,155.55,32.45,84,21,4.45
434,Mantua,IT,2022-05-11 22:05:34,45.1667,10.7833,69.04,67,10,5.01
435,Palora,EC,2022-05-11 22:05:35,-1.7,-77.9333,78.91,94,46,0.83
436,Monte Azul,BR,2022-05-11 22:05:35,-15.155,-42.8747,71.94,42,65,1.72
437,Stornoway,GB,2022-05-11 22:05:36,58.2093,-6.3865,45.93,82,20,9.22
438,Maple Creek,CA,2022-05-11 22:05:36,49.9168,-109.4848,63.0,20,14,10.49
439,Dalvik,IS,2022-05-11 22:05:38,65.9702,-18.5286,33.55,90,100,7.0
440,Lexington Park,US,2022-05-11 22:05:39,38.2668,-76.4538,62.65,84,100,9.22
441,Damghan,IR,2022-05-11 22:05:39,36.1683,54.348,66.45,40,2,1.97
442,Pauini,BR,2022-05-11 22:05:40,-7.7136,-66.9764,80.64,75,99,2.46
443,Novopokrovka,UA,2022-05-11 22:05:41,49.8425,36.5477,47.62,77,87,7.72
444,Garoua Boulai,CM,2022-05-11 22:05:41,5.8833,14.55,65.23,95,100,2.35
445,Ondjiva,AO,2022-05-11 22:05:42,-17.0667,15.7333,62.15,33,0,4.14
446,Peace River,CA,2022-05-11 22:05:42,56.2501,-117.286,58.37,39,64,9.82
447,Klaksvik,FO,2022-05-11 22:05:43,62.2266,-6.589,40.12,76,100,23.67
448,Arman,RU,2022-05-11 22:05:44,59.7,150.1667,34.02,87,94,1.61
449,San Juan,AR,2022-05-11 22:00:48,-31.5375,-68.5364,66.58,46,5,4.45
450,Buchach,UA,2022-05-11 22:05:45,49.0625,25.388,56.21,80,95,5.3
451,Torrelavega,ES,2022-05-11 22:06:45,43.3494,-4.0479,60.8,83,74,1.01
452,Talant,FR,2022-05-11 22:06:46,47.3369,5.0089,70.14,59,0,3.44
453,Zhanaozen,KZ,2022-05-11 22:06:47,43.3,52.8,56.89,69,100,9.22
454,Kununurra,AU,2022-05-11 22:06:47,-15.7667,128.7333,66.18,94,40,0.0
455,Comarapa,BO,2022-05-11 22:06:48,-17.9,-64.4833,56.03,94,100,2.95
456,Narsaq,GL,2022-05-11 22:06:48,60.9167,-46.05,34.02,99,100,7.58
457,Sorkjosen,NO,2022-05-11 22:06:49,69.8,20.9333,37.4,93,100,1.14
458,Miajadas,ES,2022-05-11 22:06:49,39.1513,-5.9084,71.01,35,99,4.34
459,Tezu,IN,2022-05-11 22:06:50,27.9167,96.1667,71.31,89,95,2.37
460,La Rioja,ES,2022-05-11 22:06:50,42.25,-2.5,56.98,96,100,3.74
461,Kuala Terengganu,MY,2022-05-11 22:06:51,5.3302,103.1408,78.64,87,63,4.09
462,Ginda,IN,2022-05-11 22:06:52,30.6945,78.4932,59.83,64,20,7.31
463,Kalaleh,IR,2022-05-11 22:06:52,37.3807,55.4916,60.4,83,65,2.98
464,Nuristan,AF,2022-05-11 22:06:53,35.3,70.8333,39.4,44,0,10.2
465,Preobrazheniye,RU,2022-05-11 22:06:53,42.9019,133.9064,51.12,67,97,6.38
466,Oussouye,SN,2022-05-11 22:06:55,12.485,-16.5469,74.3,78,79,8.01
467,Kabalo,CD,2022-05-11 22:06:56,-6.05,26.9167,71.74,73,75,3.11
468,Zyryanka,RU,2022-05-11 22:06:58,65.75,150.85,27.12,84,38,11.32
469,Port Hardy,CA,2022-05-11 22:04:49,50.6996,-127.4199,44.76,88,100,11.54
470,Guiyang,CN,2022-05-11 22:06:59,26.5833,106.7167,58.89,97,100,5.37
471,Sao Miguel Dos Campos,BR,2022-05-11 22:06:59,-9.7811,-36.0936,74.7,88,11,4.21
472,Morro Bay,US,2022-05-11 22:07:00,35.3658,-120.8499,71.94,57,1,11.01
473,Ambilobe,MG,2022-05-11 22:07:01,-13.2,49.05,71.44,96,11,2.21
474,Bonthe,SL,2022-05-11 22:07:01,7.5264,-12.505,80.87,85,17,5.88
475,Tazovskiy,RU,2022-05-11 22:07:02,67.4667,78.7,21.94,97,70,5.44
476,Buluang,PH,2022-05-11 22:07:02,13.3068,123.3425,76.6,86,90,3.11
477,Sao Miguel Do Araguaia,BR,2022-05-11 22:07:03,-13.275,-50.1628,77.09,43,31,3.11
478,Dudinka,RU,2022-05-11 22:07:04,69.4058,86.1778,29.62,97,100,10.96
479,Berdigestyakh,RU,2022-05-11 22:07:04,62.0989,126.6992,36.23,91,100,3.74
480,Raudeberg,NO,2022-05-11 22:07:05,61.9875,5.1352,43.95,95,100,17.94
481,Khilok,RU,2022-05-11 22:07:05,51.3674,110.4676,28.33,67,57,3.06
482,Lima,PE,2022-05-11 22:07:06,-12.0432,-77.0282,62.38,38,75,10.36
483,Rock Sound,BS,2022-05-11 22:07:06,24.9,-76.2,75.63,68,1,8.16
484,Arcata,US,2022-05-11 22:07:07,40.8665,-124.0828,62.74,62,0,12.66
485,Yoichi,JP,2022-05-11 22:07:08,43.2039,140.7703,56.28,74,100,1.52
486,Olafsvik,IS,2022-05-11 22:07:08,64.8945,-23.7142,35.42,93,100,15.75
487,Wanning,CN,2022-05-11 22:07:09,18.8003,110.3967,80.15,91,96,12.19
488,Adrar,MR,2022-05-11 22:07:09,20.5022,-10.0711,90.57,11,39,6.93
489,Ingham,US,2022-05-11 22:07:01,42.6,-84.3833,80.78,61,0,13.8
490,Hami,CN,2022-05-11 22:07:10,42.8,93.45,66.33,19,99,20.04
491,Oyama,JP,2022-05-11 22:07:11,36.3,139.8,67.59,74,100,1.45
492,Komsomolskiy,UZ,2022-05-11 22:07:11,40.4272,71.7189,64.96,67,81,4.7
493,Ribeira Do Pombal,BR,2022-05-11 22:07:12,-10.8344,-38.5358,75.15,76,67,7.2
494,Uyemskiy,RU,2022-05-11 22:07:13,64.4743,40.8524,50.05,49,0,4.47
495,Lighthouse Point,US,2022-05-11 22:07:13,26.2756,-80.0873,80.62,59,75,18.41
496,Broome,US,2022-05-11 22:07:14,42.2506,-75.833,79.57,14,0,6.91
497,Moyale,KE,2022-05-11 22:07:14,3.5167,39.0584,67.98,67,67,5.19
498,Iwanai,JP,2022-05-11 22:07:15,42.9744,140.5089,57.87,71,100,4.5
499,Priekule,LV,2022-05-11 22:08:15,56.4468,21.5897,51.12,95,98,9.46
500,Kunda,IN,2022-05-11 22:08:16,25.7167,81.5167,89.51,39,1,6.87
501,Tonstad,NO,2022-05-11 22:08:16,58.6626,6.7169,48.2,86,92,14.45
502,Seoul,KR,2022-05-11 22:06:37,37.5683,126.9778,56.64,59,100,2.57
503,Mangaratiba,BR,2022-05-11 22:08:17,-22.9597,-44.0406,73.09,77,100,1.32
504,Viedma,AR,2022-05-11 22:08:17,-40.8135,-62.9967,53.04,70,100,11.12
505,Roald,NO,2022-05-11 22:08:18,62.5833,6.1333,48.9,87,75,12.66
506,Nenjiang,CN,2022-05-11 22:08:19,49.1833,125.2167,39.72,79,95,6.78
507,Beroroha,MG,2022-05-11 22:08:19,-21.6667,45.1667,64.83,62,0,2.21
508,Channel-Port Aux Basques,CA,2022-05-11 22:08:23,47.5702,-59.1367,43.59,89,26,10.27
509,Faya,SA,2022-05-11 22:07:34,18.3851,42.4509,66.72,61,36,3.33
510,Iqaluit,CA,2022-05-11 22:08:20,63.7506,-68.5145,27.7,58,100,11.01
511,Antsohihy,MG,2022-05-11 22:08:24,-14.8796,47.9875,71.1,89,32,2.75
512,Sorong,ID,2022-05-11 22:08:25,-0.8833,131.25,81.32,82,100,11.5
513,Boysun,UZ,2022-05-11 22:08:26,38.2061,67.1986,61.88,67,2,4.12
514,Maracacume,BR,2022-05-11 22:08:26,-2.0428,-45.9592,74.7,96,100,3.67
515,Chudniv,UA,2022-05-11 22:08:27,50.052,28.1175,52.39,72,77,7.43
516,Dubbo,AU,2022-05-11 22:08:28,-32.25,148.6167,59.13,94,100,12.66
517,Daru,PG,2022-05-11 22:08:28,-9.0763,143.2092,78.85,89,64,6.26
518,Cap Malheureux,MU,2022-05-11 22:08:29,-19.9842,57.6142,74.46,88,17,8.43
519,Celestun,MX,2022-05-11 22:08:29,20.8667,-90.4,83.44,65,5,23.58
520,Rodez,FR,2022-05-11 22:08:30,44.5,2.5833,64.71,67,0,9.22
521,Pimenta Bueno,BR,2022-05-11 22:04:58,-11.6725,-61.1936,76.71,84,57,1.9
522,Salmon Creek,US,2022-05-11 22:08:31,45.7107,-122.649,63.79,42,40,10.36
523,Komatsu,JP,2022-05-11 22:08:31,36.4026,136.4509,66.72,71,100,1.23
524,Kungurtug,RU,2022-05-11 22:08:32,50.5994,97.5228,25.95,66,66,0.94
525,Nouadhibou,MR,2022-05-11 22:08:33,20.931,-17.0347,66.16,83,7,25.59
526,Palu,ID,2022-05-11 22:08:33,-0.8917,119.8707,76.66,90,98,2.06
527,Correntina,BR,2022-05-11 22:08:34,-13.3433,-44.6367,76.82,38,82,1.63
528,Maumere,ID,2022-05-11 22:08:34,-8.6199,122.2111,78.28,76,33,2.28
529,Kailua,US,2022-05-11 22:08:35,21.4022,-157.7394,84.18,67,75,12.66
530,Mercedes,AR,2022-05-11 22:08:35,-34.6515,-59.4307,54.79,59,89,5.12
531,Gusau,NG,2022-05-11 22:08:36,12.1628,6.6614,84.22,52,100,13.53
532,Mae Sai,TH,2022-05-11 22:08:38,20.4335,99.8762,72.97,97,95,0.83
533,Saurimo,AO,2022-05-11 22:08:39,-9.6608,20.3916,73.22,51,92,4.36
534,Marshfield,US,2022-05-11 22:08:39,44.6689,-90.1718,77.88,73,100,14.97
535,Ellsworth,US,2022-05-11 22:08:40,44.5434,-68.4195,69.55,64,0,6.91
536,Narwar,IN,2022-05-11 22:08:40,25.65,77.9,89.51,27,2,4.43
537,Pudozh,RU,2022-05-11 22:08:41,61.8099,36.5345,46.72,77,97,5.28
538,Marrakesh,MA,2022-05-11 22:08:42,31.6315,-8.0083,80.67,28,40,6.91
539,Powell River,CA,2022-05-11 22:08:43,49.8496,-124.5361,54.09,66,100,16.11
540,Sorland,NO,2022-05-11 22:08:43,67.667,12.6934,42.66,91,86,6.11
541,Ayagoz,KZ,2022-05-11 22:09:44,47.9714,80.4392,52.03,74,41,2.59
542,Waingapu,ID,2022-05-11 22:09:44,-9.6567,120.2641,75.38,67,16,4.63
543,Mandalgovi,MN,2022-05-11 22:09:45,45.7625,106.2708,29.16,44,12,14.52
544,Hit,IQ,2022-05-11 22:09:46,33.6416,42.8251,76.01,22,36,1.81
545,Pachino,IT,2022-05-11 22:09:46,36.7186,15.0907,62.24,73,0,3.33
546,Tabou,CI,2022-05-11 22:09:47,4.423,-7.3528,79.99,84,96,7.43
547,Baruun-Urt,MN,2022-05-11 22:09:47,46.6806,113.2792,29.91,49,16,11.45
548,Tommot,RU,2022-05-11 22:09:13,58.9564,126.2925,31.35,78,100,3.87
549,Sayat,TM,2022-05-11 22:09:48,38.7839,63.8803,74.26,36,0,8.28
550,Inhambane,MZ,2022-05-11 22:09:49,-23.865,35.3833,70.29,80,0,5.35
551,Morehead,US,2022-05-11 22:09:50,37.2711,-87.1764,88.95,61,40,6.91
552,Ambovombe,MG,2022-05-11 22:09:42,-25.1667,46.0833,66.94,78,18,5.5
553,Kirovskiy,RU,2022-05-11 22:09:51,45.0917,133.5136,49.26,79,93,5.64
554,Noyabrsk,RU,2022-05-11 22:09:51,63.1994,75.4507,47.7,68,100,10.33
555,Whithorn,JM,2022-05-11 22:09:52,18.2604,-78.0378,81.45,75,53,1.59
556,Pinega,RU,2022-05-11 22:09:52,64.7001,43.3936,43.25,80,100,5.03
557,Omsukchan,RU,2022-05-11 22:09:53,62.5333,155.8,34.41,87,29,3.53
558,Inirida,CO,2022-05-11 22:09:53,3.8653,-67.9239,76.78,94,83,2.44
559,Margate,GB,2022-05-11 22:09:32,51.3813,1.3862,53.69,87,17,1.99
560,Kloulklubed,PW,2022-05-11 22:09:54,7.0419,134.2556,73.9,90,100,15.5
561,Inuvik,CA,2022-05-11 22:09:55,68.3499,-133.7218,40.53,68,21,13.11
562,Sept-Iles,CA,2022-05-11 22:05:59,50.2001,-66.3821,51.06,58,93,3.0
